Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
117,Lorenzo Ariaudo\Lorenzo-Ariaudo,it ITA,DF,Frosinone,it Serie A,29,1989,19,19,1682,0,0,0,0,2,0,0,0,0,0,0,0.6,0.6,0.2,0.03,0.01,0.05,0.03,0.05,Matches
118,Nicolò Armini\Nicolo-Armini,it ITA,DF,Lazio,it Serie A,17,2001,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
119,Yoël Armougom\Yoel-Armougom,fr FRA,DFMF,Caen,fr Ligue 1,20,1998,29,20,1853,0,1,0,0,5,1,0,0.05,0.05,0,0.05,0.2,0.2,1.4,0.01,0.07,0.08,0.01,0.08,Matches
120,Stuart Armstrong\Stuart-Armstrong,sco SCO,MFFW,Southampton,eng Premier League,26,1992,29,16,1432,3,2,0,0,2,0,0.19,0.13,0.31,0.19,0.31,2.3,2.3,1.4,0.15,0.09,0.24,0.15,0.24,Matches
121,José Arnaiz\Jose-Arnaiz,es ESP,DFMF,Leganés,es La Liga,23,1995,6,0,113,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.05,0.08,0.14,0.05,0.14,Matches
122,Marko Arnautovi?\Marko-Arnautovic,at AUT,FW,West Ham,eng Premier League,29,1989,28,24,1990,10,4,1,1,3,0,0.45,0.18,0.63,0.41,0.59,9.5,8.7,3.6,0.43,0.16,0.59,0.4,0.56,Matches
123,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,de Bundesliga,24,1994,33,33,2872,2,6,0,0,7,0,0.06,0.19,0.25,0.06,0.25,2,2,3.4,0.06,0.11,0.17,0.06,0.17,Matches
124,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,23,1994,36,36,3240,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
125,Harry Arter\Harry-Arter,ie IRL,MF,Cardiff City,eng Premier League,28,1989,25,24,1997,0,1,0,0,10,0,0,0.05,0.05,0,0.05,1.2,1.2,0.7,0.05,0.03,0.08,0.05,0.08,Matches
126,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,Inter,it Serie A,29,1988,32,30,2671,0,1,0,0,6,0,0,0.03,0.03,0,0.03,0.2,0.2,1.5,0.01,0.05,0.06,0.01,0.06,Matches
127,Takuma Asano\Takuma-Asano,jp JPN,MFFW,Hannover 96,de Bundesliga,23,1994,13,9,699,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,0.5,0.14,0.06,0.2,0.14,0.2,Matches
128,Santiago Ascacíbar\Santiago-Ascacibar,ar ARG,MF,Stuttgart,de Bundesliga,21,1997,27,27,2428,0,0,0,0,10,1,0,0,0,0,0,1.4,1.4,0.7,0.05,0.03,0.08,0.05,0.08,Matches
129,Sergio Asenjo\Sergio-Asenjo,es ESP,GK,Villarreal,es La Liga,29,1989,32,32,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
130,Marco Asensio\Marco-Asensio,es ESP,FW,Real Madrid,es La Liga,22,1996,30,19,1779,1,4,0,0,3,0,0.05,0.2,0.25,0.05,0.25,4.4,4.4,4,0.22,0.2,0.43,0.22,0.43,Matches
131,Iago Aspas\Iago-Aspas,es ESP,FW,Celta Vigo,es La Liga,30,1987,27,26,2251,20,6,5,5,5,0,0.8,0.24,1.04,0.6,0.84,13.2,9.4,5.4,0.53,0.21,0.74,0.37,0.59,Matches
132,Simon Asta\Simon-Asta,de GER,DF,Augsburg,de Bundesliga,17,2001,1,1,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
133,Christian Atsu\Christian-Atsu,gh GHA,MFFW,Newcastle Utd,eng Premier League,26,1992,28,15,1493,1,0,0,0,2,0,0.06,0,0.06,0.06,0.06,2,2,1.2,0.12,0.07,0.2,0.12,0.2,Matches
134,Youcef Attal\Youcef-Attal,dz ALG,DFMF,Nice,fr Ligue 1,22,1996,29,25,2263,6,0,0,1,8,0,0.24,0,0.24,0.24,0.24,3.6,2.9,3.4,0.14,0.14,0.28,0.11,0.25,Matches
135,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,eng Premier League,29,1989,36,30,2726,22,5,4,5,0,0,0.73,0.17,0.89,0.59,0.76,20.7,16.8,4.2,0.68,0.14,0.82,0.55,0.69,Matches
136,Emil Audero\Emil-Audero,it ITA,GK,Sampdoria,it Serie A,21,1997,36,36,3240,0,0,0,0,4,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,Matches
137,Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,21,1997,17,4,461,3,0,0,0,0,0,0.59,0,0.59,0.59,0.59,2.5,2.5,0.9,0.49,0.18,0.67,0.49,0.67,Matches
138,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,34,34,3026,1,4,0,0,5,0,0.03,0.12,0.15,0.03,0.15,1.4,1.4,2.6,0.04,0.08,0.12,0.04,0.12,Matches
139,Serge Aurier\Serge-Aurier,ci CIV,DFMF,Tottenham,eng Premier League,25,1992,8,6,564,0,2,0,0,1,0,0,0.32,0.32,0,0.32,0.1,0.1,0.5,0.02,0.08,0.09,0.02,0.09,Matches
140,Charlie Austin\Charlie-Austin,eng ENG,FW,Southampton,eng Premier League,29,1989,25,11,983,2,2,0,1,1,0,0.18,0.18,0.37,0.18,0.37,3.6,2.9,0.4,0.33,0.04,0.36,0.27,0.3,Matches
141,Ezequiel Ávila\Ezequiel-Avila,ar ARG,FWMF,Huesca,es La Liga,24,1994,34,20,1997,10,2,1,1,12,1,0.45,0.09,0.54,0.41,0.5,6.7,5.9,2.7,0.3,0.12,0.42,0.27,0.39,Matches
142,Jordan Ayew\Jordan-Ayew,gh GHA,FW,Crystal Palace,eng Premier League,26,1991,20,14,1181,1,2,0,0,3,0,0.08,0.15,0.23,0.08,0.23,2.3,2.3,1.1,0.17,0.08,0.26,0.17,0.26,Matches
143,Kaan Ayhan\Kaan-Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,28,28,2449,4,1,0,0,10,0,0.15,0.04,0.18,0.15,0.18,2.3,2.3,0.4,0.09,0.01,0.1,0.09,0.1,Matches
144,Floyd Ayité\Floyd-Ayite,tg TOG,FWMF,Fulham,eng Premier League,29,1988,16,3,476,1,0,0,0,0,0,0.19,0,0.19,0.19,0.19,0.4,0.4,0.3,0.07,0.06,0.13,0.07,0.13,Matches
145,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28,1989,38,38,3402,1,5,0,0,4,0,0.03,0.13,0.16,0.03,0.16,0.9,0.9,2.3,0.02,0.06,0.08,0.02,0.08,Matches
146,Abdoulaye Ba\Abdoulaye-Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,26,25,2110,1,0,0,0,4,2,0.04,0,0.04,0.04,0.04,1.2,1.2,0,0.05,0,0.05,0.05,0.05,Matches
147,Florian Baak\Florian-Baak,de GER,MF,Hertha BSC,de Bundesliga,19,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
148,Ludovic Baal\Ludovic-Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1986,2,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
149,Khouma Babacar\Khouma-Babacar,sn SEN,FW,Sassuolo,it Serie A,25,1993,29,16,1488,7,2,2,2,0,0,0.42,0.12,0.54,0.3,0.42,7.7,6.2,1.1,0.47,0.07,0.53,0.38,0.44,Matches
150,Ryan Babel\Ryan-Babel,nl NED,FW,Fulham,eng Premier League,31,1986,16,15,1251,5,3,0,0,3,0,0.36,0.22,0.58,0.36,0.58,4.7,4.7,2.3,0.34,0.16,0.5,0.34,0.5,Matches
151,Carlos Bacca\Carlos-Bacca,co COL,FW,Villarreal,es La Liga,31,1986,33,12,1270,6,1,1,1,3,0,0.43,0.07,0.5,0.35,0.43,5.7,5,2.2,0.41,0.16,0.56,0.35,0.51,Matches
152,Juninho Bacuna\Juninho-Bacuna,cw CUW,MFDF,Huddersfield,eng Premier League,20,1997,21,16,1412,1,0,0,0,4,0,0.06,0,0.06,0.06,0.06,0.5,0.5,1.6,0.03,0.1,0.13,0.03,0.13,Matches
153,Leandro Bacuna\Leandro-Bacuna,cw CUW,MFDF,Cardiff City,eng Premier League,26,1991,11,4,561,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.01,0,0.02,0.01,0.02,Matches
154,Milan Badelj\Milan-Badelj,hr CRO,MF,Lazio,it Serie A,29,1989,23,14,1141,1,0,0,0,6,0,0.08,0,0.08,0.08,0.08,0.5,0.5,0.6,0.04,0.04,0.08,0.04,0.08,Matches
155,Holger Badstuber\Holger-Badstuber,de GER,DF,Stuttgart,de Bundesliga,29,1989,10,5,522,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
156,Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Angers,fr Ligue 1,26,1992,32,31,2469,11,1,2,3,3,0,0.4,0.04,0.44,0.33,0.36,8.9,6.7,3,0.33,0.11,0.43,0.24,0.35,Matches
157,Daniel Baier\Daniel-Baier,de GER,MF,Augsburg,de Bundesliga,34,1984,33,33,2815,0,1,0,0,7,0,0,0.03,0.03,0,0.03,0.8,0.8,1.5,0.03,0.05,0.07,0.03,0.07,Matches
158,Leon Bailey\Leon-Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,20,1997,29,21,1914,5,1,0,0,4,0,0.24,0.05,0.28,0.24,0.28,5.7,5.7,3.6,0.27,0.17,0.44,0.27,0.44,Matches
159,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,24,1994,12,8,638,0,0,0,0,0,1,0,0,0,0,0,0.2,0.2,0,0.03,0,0.03,0.03,0.03,Matches
160,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,eng Premier League,33,1984,6,5,375,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.01,0.04,0.05,0.01,0.05,Matches
161,Marvin Bakalorz\Marvin-Bakalorz,de GER,MF,Hannover 96,de Bundesliga,28,1989,25,16,1470,1,0,0,0,5,0,0.06,0,0.06,0.06,0.06,0.5,0.5,0.5,0.03,0.03,0.06,0.03,0.06,Matches
162,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Milan,it Serie A,23,1994,31,26,2301,1,1,0,0,6,1,0.04,0.04,0.08,0.04,0.08,1.3,1.3,1.7,0.05,0.06,0.12,0.05,0.12,Matches
163,Ridle Baku\Ridle-Baku,de GER,MF,Mainz 05,de Bundesliga,20,1998,15,10,937,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0.9,0.06,0.09,0.15,0.06,0.15,Matches
164,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,eng Premier League,26,1991,23,23,2013,1,0,0,0,2,0,0.04,0,0.04,0.04,0.04,2.1,2.1,0.1,0.09,0,0.1,0.09,0.1,Matches
165,Keita Baldé\Keita-Balde,sn SEN,FWMF,Inter,it Serie A,23,1995,24,8,889,5,2,0,0,2,1,0.51,0.2,0.71,0.51,0.71,3.4,3.4,1.7,0.35,0.17,0.52,0.35,0.52,Matches
166,Gareth Bale\Gareth-Bale,wal WAL,FW,Real Madrid,es La Liga,29,1989,29,21,1786,8,3,1,1,4,0,0.4,0.15,0.55,0.35,0.5,8.3,7.6,2.3,0.42,0.12,0.53,0.38,0.5,Matches
167,Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,es La Liga,30,1988,11,6,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.07,0.08,0,0.08,Matches
168,Andrija Bali?\Andrija-Balic,hr CRO,FWMF,Udinese,it Serie A,20,1997,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.08,0.28,0.36,0.08,0.36,Matches
169,Fodé Ballo-Touré\Fode-Ballo-Toure,fr FRA,DF,Lille,fr Ligue 1,21,1997,18,18,1593,0,1,0,0,3,0,0,0.06,0.06,0,0.06,0.3,0.3,1.1,0.01,0.06,0.08,0.01,0.08,Matches
170,Fodé Ballo-Touré\Fode-Ballo-Toure,fr FRA,DF,Monaco,fr Ligue 1,21,1997,18,18,1594,0,3,0,0,4,0,0,0.17,0.17,0,0.17,0.3,0.3,2.6,0.02,0.15,0.16,0.02,0.16,Matches
171,Florent Balmont\Florent-Balmont,fr FRA,MF,Dijon,fr Ligue 1,38,1980,20,15,1076,0,1,0,0,3,0,0,0.08,0.08,0,0.08,0.1,0.1,0.9,0.01,0.08,0.09,0.01,0.09,Matches
172,Leon Balogun\Leon-Balogun,ng NGA,DF,Brighton,eng Premier League,30,1988,8,5,594,1,0,0,0,2,0,0.15,0,0.15,0.15,0.15,0.2,0.2,0,0.03,0,0.03,0.03,0.03,Matches
173,Mario Balotelli\Mario-Balotelli,it ITA,FW,Marseille,fr Ligue 1,27,1990,15,12,933,8,0,0,0,5,1,0.77,0,0.77,0.77,0.77,5.6,5.6,0.3,0.54,0.03,0.57,0.54,0.57,Matches
174,Mario Balotelli\Mario-Balotelli,it ITA,FW,Nice,fr Ligue 1,27,1990,10,9,752,0,1,0,0,5,0,0,0.12,0.12,0,0.12,2.4,2.4,1,0.29,0.12,0.41,0.29,0.41,Matches
175,Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,fr Ligue 1,28,1990,30,29,2573,0,4,0,0,6,0,0,0.14,0.14,0,0.14,0.2,0.2,1.5,0.01,0.05,0.06,0.01,0.06,Matches
176,Jonathan Bamba\Jonathan-Bamba,fr FRA,FWMF,Lille,fr Ligue 1,22,1996,38,35,3004,13,3,1,1,4,0,0.39,0.09,0.48,0.36,0.45,8.2,7.4,6,0.24,0.18,0.42,0.22,0.4,Matches
177,Sol Bamba\Sol-Bamba,ci CIV,DF,Cardiff City,eng Premier League,33,1985,28,28,2474,4,1,0,0,7,0,0.15,0.04,0.18,0.15,0.18,2.6,2.6,0.4,0.1,0.01,0.11,0.1,0.11,Matches
178,Yacine Bammou\Yacine-Bammou,ma MAR,FWMF,Caen,fr Ligue 1,26,1991,17,9,923,2,0,1,1,2,0,0.2,0,0.2,0.1,0.1,1.2,0.5,0.5,0.12,0.05,0.17,0.05,0.1,Matches
179,Éver Banega\Ever-Banega,ar ARG,MF,Sevilla,es La Liga,30,1988,32,32,2667,3,5,2,2,17,2,0.1,0.17,0.27,0.03,0.2,3.2,1.7,3.4,0.11,0.11,0.22,0.06,0.17,Matches
180,Mattia Bani\Mattia-Bani,it ITA,DF,Chievo,it Serie A,24,1993,30,29,2610,0,0,0,0,8,1,0,0,0,0,0,1.1,1.1,0.3,0.04,0.01,0.05,0.04,0.05,Matches
181,Léo Baptistão\Leo-Baptistao,br BRA,FWMF,Espanyol,es La Liga,25,1992,20,14,1233,2,2,1,1,3,0,0.15,0.15,0.29,0.07,0.22,4.7,4,2.7,0.35,0.2,0.54,0.29,0.49,Matches
182,Antonín Barák\Antonin-Barak,cz CZE,MFFW,Udinese,it Serie A,23,1994,8,4,329,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.07,0.01,0.09,0.07,0.09,Matches
183,Federico Barba\Federico-Barba,it ITA,DF,Chievo,it Serie A,24,1993,30,29,2483,0,0,0,0,6,2,0,0,0,0,0,0.7,0.7,1.2,0.03,0.04,0.07,0.03,0.07,Matches
184,Danilo Barbosa\Danilo-Barbosa,br BRA,MF,Nice,fr Ligue 1,22,1996,22,18,1548,0,0,0,0,1,1,0,0,0,0,0,2.6,2.6,0.7,0.15,0.04,0.19,0.15,0.19,Matches
185,Enis Bardhi\Enis-Bardhi,mk MKD,MF,Levante,es La Liga,23,1995,36,31,2836,3,4,0,0,6,0,0.1,0.13,0.22,0.1,0.22,3.7,3.7,2.8,0.12,0.09,0.21,0.12,0.21,Matches
186,Francesco Bardi\Francesco-Bardi,it ITA,GK,Frosinone,it Serie A,26,1992,3,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
187,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,eng Premier League,33,1985,19,19,1670,0,0,0,0,9,0,0,0,0,0,0,0.2,0.2,0.7,0.01,0.04,0.05,0.01,0.05,Matches
188,Nicolò Barella\Nicolo-Barella,it ITA,MFFW,Cagliari,it Serie A,21,1997,35,35,3107,1,3,0,1,10,2,0.03,0.09,0.12,0.03,0.12,2.9,2.1,3,0.08,0.09,0.17,0.06,0.15,Matches
189,Philipp Bargfrede\Philipp-Bargfrede,de GER,MFDF,Werder Bremen,de Bundesliga,29,1989,15,13,1079,0,0,0,0,6,0,0,0,0,0,0,0.1,0.1,0.3,0.01,0.02,0.03,0.01,0.03,Matches
190,Antonino Barillà\Antonino-Barilla,it ITA,MF,Parma,it Serie A,30,1988,31,30,2618,3,2,0,0,10,0,0.1,0.07,0.17,0.1,0.17,2.4,2.4,1.8,0.08,0.06,0.14,0.08,0.14,Matches
191,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,eng Premier League,24,1993,27,13,1245,3,5,0,0,1,0,0.22,0.36,0.58,0.22,0.58,3.8,3.8,2.1,0.27,0.15,0.43,0.27,0.43,Matches
192,Aymen Barkok\Aymen-Barkok,ma MAR,MF,Düsseldorf,de Bundesliga,20,1998,12,4,510,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.04,0.03,0.07,0.04,0.07,Matches
193,Ashley Barnes\Ashley-Barnes,at AUT,FW,Burnley,eng Premier League,28,1989,37,26,2388,12,2,2,2,8,0,0.45,0.08,0.53,0.38,0.45,12,10.4,3.6,0.45,0.13,0.59,0.39,0.53,Matches
194,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,eng Premier League,20,1997,16,11,1004,1,2,0,0,0,0,0.09,0.18,0.27,0.09,0.27,3.2,3.2,1.4,0.28,0.13,0.41,0.28,0.41,Matches
195,Antonio Barragán\Antonio-Barragan,es ESP,DFMF,Betis,es La Liga,31,1987,14,12,934,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,0.8,0.02,0.07,0.09,0.02,0.09,Matches
196,Antonio Barreca\Antonio-Barreca,it ITA,DF,Newcastle Utd,eng Premier League,23,1995,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
197,Antonio Barreca\Antonio-Barreca,it ITA,DF,Monaco,fr Ligue 1,23,1995,7,7,593,0,1,0,0,0,0,0,0.15,0.15,0,0.15,0.1,0.1,0.4,0.02,0.07,0.09,0.02,0.09,Matches
198,Leandro Barreiro Martins\Leandro-Barreiro-Martins,lu LUX,MF,Mainz 05,de Bundesliga,18,2000,1,1,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches
199,Ander Barrenetxea\Ander-Barrenetxea,es ESP,FWMF,Real Sociedad,es La Liga,16,2001,9,5,399,1,0,0,0,0,0,0.23,0,0.23,0.23,0.23,0.4,0.4,0.6,0.08,0.14,0.22,0.08,0.22,Matches
200,Édgar Barreto\Edgar-Barreto,py PAR,MF,Sampdoria,it Serie A,34,1984,12,9,785,0,2,0,0,2,0,0,0.23,0.23,0,0.23,0.6,0.6,1.3,0.07,0.15,0.22,0.07,0.22,Matches
201,Musa Barrow\Musa-Barrow,gm GAM,FWMF,Atalanta,it Serie A,19,1998,22,6,601,1,2,0,0,0,0,0.15,0.3,0.45,0.15,0.45,3.1,3.1,0.8,0.46,0.12,0.57,0.46,0.57,Matches
202,Fin Bartels\Fin-Bartels,de GER,FW,Werder Bremen,de Bundesliga,31,1987,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
203,Marc Bartra\Marc-Bartra,es ESP,DF,Betis,es La Liga,27,1991,33,33,2928,1,0,0,0,4,0,0.03,0,0.03,0.03,0.03,0.7,0.7,0.3,0.02,0.01,0.03,0.02,0.03,Matches
204,Andrea Barzagli\Andrea-Barzagli,it ITA,DF,Juventus,it Serie A,37,1981,7,4,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
205,Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,it Serie A,26,1992,34,27,2379,4,1,0,0,5,0,0.15,0.04,0.19,0.15,0.19,2.7,2.7,3.4,0.1,0.13,0.23,0.1,0.23,Matches
206,Toma Baši?\Toma-Basic,hr CRO,MF,Bordeaux,fr Ligue 1,21,1996,23,16,1333,2,0,0,0,3,0,0.14,0,0.14,0.14,0.14,1.3,1.3,2.2,0.09,0.15,0.23,0.09,0.23,Matches
207,Thomas Basila\Thomas-Basila,fr FRA,DF,Nantes,fr Ligue 1,19,1999,2,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
208,Borja Bastón\Borja-Baston,es ESP,FW,Alavés,es La Liga,25,1992,27,18,1439,5,1,0,0,4,0,0.31,0.06,0.38,0.31,0.38,5.7,5.7,1.1,0.35,0.07,0.42,0.35,0.42,Matches
209,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Parma,it Serie A,19,1999,24,18,1690,1,0,0,0,2,0,0.05,0,0.05,0.05,0.05,0.6,0.6,0.2,0.03,0.01,0.04,0.03,0.04,Matches
210,Bastos\Bastos,ao ANG,DF,Lazio,it Serie A,27,1991,18,11,1139,1,0,0,0,3,0,0.08,0,0.08,0.08,0.08,0.9,0.9,0,0.07,0,0.08,0.07,0.08,Matches
211,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Valencia,es La Liga,24,1993,15,4,527,1,0,0,0,3,0,0.17,0,0.17,0.17,0.17,2.3,2.3,0.7,0.39,0.12,0.5,0.39,0.5,Matches
212,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,24,1993,11,9,750,5,0,0,0,0,0,0.6,0,0.6,0.6,0.6,3.5,3.5,0.1,0.42,0.01,0.43,0.42,0.43,Matches
213,Robert Bauer\Robert-Bauer,de GER,DF,Nürnberg,de Bundesliga,23,1995,22,19,1722,0,0,0,0,4,1,0,0,0,0,0,0.2,0.2,0.7,0.01,0.03,0.05,0.01,0.05,Matches
214,Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,de Bundesliga,28,1990,33,33,2970,0,1,0,0,0,0,0,0.03,0.03,0,0.03,0,0,0.6,0,0.02,0.02,0,0.02,Matches
215,Timo Baumgartl\Timo-Baumgartl,de GER,DF,Stuttgart,de Bundesliga,22,1996,18,18,1620,1,0,0,0,2,0,0.06,0,0.06,0.06,0.06,0.2,0.2,0,0.01,0,0.01,0.01,0.01,Matches
216,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,30,1988,21,16,1559,0,1,0,0,2,0,0,0.06,0.06,0,0.06,0.9,0.9,0.9,0.05,0.05,0.1,0.05,0.1,Matches
217,Christoph Baumgartner\Christoph-Baumgartner,at AUT,MF,Hoffenheim,de Bundesliga,18,1999,2,1,85,0,0,0,0,2,1,0,0,0,0,0,0.1,0.1,0,0.15,0,0.15,0.15,0.15,Matches
218,Jon Bautista\Jon-Bautista,es ESP,FW,Real Sociedad,es La Liga,23,1995,18,4,597,1,0,0,0,1,0,0.15,0,0.15,0.15,0.15,2.5,2.5,0.1,0.37,0.02,0.39,0.37,0.39,Matches
219,Paul Baysse\Paul-Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,30,1988,1,0,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
220,Paul Baysse\Paul-Baysse,fr FRA,DF,Caen,fr Ligue 1,30,1988,20,20,1788,0,0,0,0,3,1,0,0,0,0,0,1,1,0.2,0.05,0.01,0.06,0.05,0.06,Matches
221,Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,ng NGA,FW,Hannover 96,de Bundesliga,21,1996,3,3,155,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.23,0,0.23,0.23,0.23,Matches
222,Claudio Beauvue\Claudio-Beauvue,GPE,FW,Caen,fr Ligue 1,30,1988,25,16,1499,3,0,1,1,1,0,0.18,0,0.18,0.12,0.12,4.7,4,1.6,0.28,0.09,0.38,0.24,0.33,Matches
223,Bebé\Bebe,pt POR,FWMF,Rayo Vallecano,es La Liga,28,1990,27,13,1302,1,1,0,0,6,0,0.07,0.07,0.14,0.07,0.14,1.7,1.7,2.3,0.12,0.16,0.27,0.12,0.27,Matches
224,Bebé\Bebe,pt POR,MF,Eibar,es La Liga,28,1990,2,1,62,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.28,0.36,0.64,0.28,0.64,Matches
225,Ihlas Bebou\Ihlas-Bebou,tg TOG,FWMF,Hannover 96,de Bundesliga,24,1994,12,12,1066,4,3,1,1,1,0,0.34,0.25,0.59,0.25,0.51,4.3,3.6,1.8,0.37,0.15,0.52,0.3,0.46,Matches
226,Uffe Bech\Uffe-Bech,dk DEN,FW,Hannover 96,de Bundesliga,25,1993,2,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0,1.34,1.34,0,1.34,Matches
227,Andreas Beck\Andreas-Beck,de GER,DFMF,Stuttgart,de Bundesliga,31,1987,24,21,1776,0,2,0,0,2,0,0,0.1,0.1,0,0.1,0.5,0.5,1,0.03,0.05,0.08,0.03,0.08,Matches
228,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,eng Premier League,22,1996,25,24,2151,0,1,0,0,7,0,0,0.04,0.04,0,0.04,0.6,0.6,0.4,0.03,0.02,0.05,0.03,0.05,Matches
229,Andrea Beghetto\Andrea-Beghetto,it ITA,DFMF,Frosinone,it Serie A,23,1994,27,25,2226,0,3,0,0,3,0,0,0.12,0.12,0,0.12,0.8,0.8,3.8,0.03,0.15,0.18,0.03,0.18,Matches
230,Asmir Begovi?\Asmir-Begovic,ba BIH,GK,Bournemouth,eng Premier League,31,1987,24,24,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
231,Valon Behrami\Valon-Behrami,ch SUI,MF,Udinese,it Serie A,33,1985,19,17,1361,1,0,0,0,6,0,0.07,0,0.07,0.07,0.07,0.7,0.7,0.4,0.05,0.03,0.07,0.05,0.07,Matches
232,Hanno Behrens\Hanno-Behrens,de GER,MF,Nürnberg,de Bundesliga,28,1990,30,30,2639,4,1,1,3,3,0,0.14,0.03,0.17,0.1,0.14,6.8,4.5,1.6,0.23,0.06,0.29,0.15,0.21,Matches
233,Ishak Belfodil\Ishak-Belfodil,dz ALG,FW,Hoffenheim,de Bundesliga,26,1992,28,20,1863,16,3,0,0,3,0,0.77,0.14,0.92,0.77,0.92,11.4,11.4,3.5,0.55,0.17,0.72,0.55,0.72,Matches
234,Stefan Bell\Stefan-Bell,de GER,DF,Mainz 05,de Bundesliga,26,1991,25,25,2250,0,0,0,0,7,0,0,0,0,0,0,2,2,1.1,0.08,0.05,0.13,0.08,0.13,Matches
235,Karim Bellarabi\Karim-Bellarabi,de GER,FWMF,Leverkusen,de Bundesliga,28,1990,19,14,1057,5,4,0,0,4,1,0.43,0.34,0.77,0.43,0.77,2.5,2.5,4.5,0.22,0.38,0.6,0.22,0.6,Matches
